payment_id,invoice_id,payment_date,payment_amount,payment_method,retry_count
P0002542,INV002538,2023-11-14,240.9,Card,3
P0002543,INV002539,2024-01-08,240.9,Wire,3
P0002544,INV002540,2024-02-03,240.9,Wire,2
P0002545,INV002541,2024-02-25,240.9,ACH,3
P0002546,INV002542,2024-03-29,240.9,Card,3
P0002547,INV002543,2024-05-03,229.89,Wire,3
P0002548,INV002544,2024-05-21,240.9,ACH,2
P0002549,INV002545,2024-07-04,226.86,Card,2
P0002550,INV002546,2024-07-11,240.9,Wire,3
P0002551,INV002547,2024-08-07,240.9,ACH,0
P0002552,INV002548,2024-10-02,92.03,Card,0
P0002553,INV002549,2024-10-31,118.32,ACH,3
P0002554,INV002550,2024-11-13,240.9,Wire,2
P0002555,INV002551,2024-12-16,240.9,Wire,3
P0002556,INV002552,2025-01-07,57.2,ACH,1
P0002557,INV002554,2024-09-12,86.9,Card,3
P0002558,INV002555,2024-10-01,63.27,ACH,2
P0002559,INV002556,2024-12-05,79.37,Card,2
P0002560,INV002557,2024-12-27,86.9,Card,2
P0002561,INV002558,2023-08-23,161.7,ACH,1
P0002562,INV002559,2023-09-09,125.62,Wire,3
P0002563,INV002560,2023-10-25,131.26,Wire,2
P0002564,INV002561,2023-12-04,137.98,Wire,1
P0002565,INV002562,2023-12-10,140.69,ACH,2
P0002566,INV002564,2024-03-09,161.7,ACH,0
P0002567,INV002565,2024-04-02,161.7,ACH,2
P0002568,INV002566,2024-04-04,161.7,ACH,0
P0002569,INV002567,2024-06-04,161.7,ACH,3
P0002570,INV002568,2024-06-29,161.7,Wire,1
P0002571,INV002569,2024-07-12,134.19,Card,1
P0002572,INV002570,2024-09-02,161.7,Wire,1
P0002573,INV002571,2023-10-18,530.57,Card,3
P0002574,INV002572,2023-11-26,518.87,ACH,0
P0002575,INV002573,2023-12-02,564.3,Wire,0
P0002576,INV002574,2024-02-09,489.23,Wire,3
P0002577,INV002575,2024-03-03,564.3,Wire,0
P0002578,INV002576,2024-03-17,455.59,Wire,3
P0002579,INV002577,2024-04-10,564.3,Card,2
P0002580,INV002578,2024-05-25,140.17,Wire,0
P0002581,INV002578,2024-06-09,84.4,Wire,0
P0002582,INV002579,2024-07-08,564.3,Wire,1
P0002583,INV002580,2024-08-02,502.21,Card,2
P0002584,INV002581,2024-08-03,465.89,ACH,2
P0002585,INV002582,2024-10-10,564.3,Wire,0
P0002586,INV002583,2024-10-25,564.3,ACH,2
P0002587,INV002585,2024-10-08,143.0,ACH,0
P0002588,INV002586,2024-11-15,111.39,ACH,0
P0002589,INV002587,2025-01-01,126.21,ACH,0
P0002590,INV002588,2024-12-20,96.0,Card,1
P0002591,INV002589,2023-08-25,99.74,Card,1
P0002592,INV002590,2023-10-08,117.7,ACH,2
P0002593,INV002592,2023-11-02,117.7,Card,1
P0002594,INV002593,2023-12-29,111.61,ACH,2
P0002595,INV002596,2024-03-06,117.7,Wire,2
P0002596,INV002597,2024-04-11,117.7,Card,0
P0002597,INV002598,2024-05-10,117.7,ACH,2
P0002598,INV002599,2024-06-15,117.7,Wire,0
P0002599,INV002601,2024-08-02,82.39,Card,2
P0002600,INV002602,2024-09-01,117.7,Wire,1
P0002601,INV002603,2024-10-04,70.03,Card,1
P0002602,INV002604,2024-12-07,117.7,Card,2
P0002603,INV002605,2025-01-02,117.7,Wire,2
P0002604,INV002606,2023-06-02,43.73,ACH,3
P0002605,INV002606,2023-05-05,14.14,Card,2
P0002606,INV002607,2023-06-17,115.92,Wire,2
P0002607,INV002608,2023-07-08,148.5,ACH,1
P0002608,INV002609,2023-08-28,85.66,Card,2
P0002609,INV002610,2023-09-01,99.74,Card,1
P0002610,INV002611,2023-10-01,116.61,ACH,1
P0002611,INV002612,2023-12-04,148.5,ACH,1
P0002612,INV002613,2024-01-02,134.87,Wire,3
P0002613,INV002614,2024-02-02,148.5,ACH,1
P0002614,INV002615,2024-02-09,148.5,Card,0
P0002615,INV002616,2024-03-28,118.83,Card,2
P0002616,INV002617,2024-05-01,148.5,Card,2
P0002617,INV002618,2024-05-14,148.5,Wire,1
P0002618,INV002619,2024-07-07,148.5,ACH,2
P0002619,INV002620,2024-08-07,86.94,ACH,0
P0002620,INV002621,2024-08-24,90.97,ACH,2
P0002621,INV002622,2024-10-05,148.5,Wire,3
P0002622,INV002623,2024-11-04,148.5,Card,1
P0002623,INV002624,2024-12-02,148.5,Wire,2
P0002624,INV002625,2024-12-18,134.22,Card,3
P0002625,INV002626,2024-02-07,89.25,ACH,2
P0002626,INV002627,2024-03-14,90.51,Wire,0
P0002627,INV002628,2024-05-03,113.3,Wire,3
P0002628,INV002629,2024-05-12,113.3,Card,2
P0002629,INV002630,2024-06-10,113.3,Card,2
P0002630,INV002631,2024-07-07,20.54,ACH,3
P0002631,INV002631,2024-07-29,11.22,Wire,2
P0002632,INV002633,2024-10-02,113.3,ACH,3
P0002633,INV002634,2024-10-26,113.3,Card,2
P0002634,INV002635,2024-11-02,113.3,Wire,3
P0002635,INV002636,2025-01-07,113.3,ACH,0
P0002636,INV002637,2024-11-25,44.95,Card,1
P0002637,INV002638,2024-12-11,56.1,Wire,1
P0002638,INV002639,2024-05-09,385.16,Wire,1
P0002639,INV002640,2024-06-03,267.91,Card,3
P0002640,INV002641,2024-07-12,588.5,Card,3
P0002641,INV002642,2024-08-05,552.18,Card,3
P0002642,INV002643,2024-09-14,226.44,ACH,2
P0002643,INV002643,2024-10-05,46.57,Card,1
P0002644,INV002645,2024-11-23,588.5,Wire,0
P0002645,INV002646,2025-01-08,167.03,Wire,2
P0002646,INV002647,2024-03-11,63.8,Wire,3
P0002647,INV002648,2024-03-10,67.17,Card,0
P0002648,INV002649,2024-04-18,74.67,Wire,1
P0002649,INV002650,2024-05-09,23.46,Card,1
P0002650,INV002650,2024-05-18,6.44,Wire,1
P0002651,INV002651,2024-06-04,79.2,Wire,2
P0002652,INV002652,2024-08-04,79.2,ACH,2
P0002653,INV002653,2024-08-04,51.76,ACH,1
P0002654,INV002654,2024-10-03,79.2,ACH,1
P0002655,INV002655,2024-10-23,79.2,ACH,1
P0002656,INV002656,2024-11-03,79.2,Wire,2
P0002657,INV002657,2024-12-09,63.4,ACH,2
P0002658,INV002659,2023-04-29,127.6,Card,2
P0002659,INV002660,2023-05-16,99.79,Wire,1
P0002660,INV002661,2023-06-21,127.6,ACH,3
P0002661,INV002662,2023-07-25,42.43,Card,1
P0002662,INV002663,2023-09-02,127.6,Wire,1
P0002663,INV002664,2023-09-30,127.6,Card,2
P0002664,INV002665,2023-10-16,127.6,ACH,1
P0002665,INV002666,2023-11-05,127.6,Card,2
P0002666,INV002669,2024-02-13,127.6,Card,1
P0002667,INV002670,2024-03-26,53.0,Card,2
P0002668,INV002670,2024-03-16,23.07,Wire,2
P0002669,INV002671,2024-04-28,114.76,ACH,3
P0002670,INV002672,2024-05-27,127.6,ACH,2
P0002671,INV002673,2024-07-09,102.56,Wire,2
P0002672,INV002674,2024-08-08,127.6,Card,0
P0002673,INV002675,2024-08-21,127.6,ACH,2
P0002674,INV002676,2024-09-22,106.43,Card,3
P0002675,INV002677,2024-10-31,127.6,ACH,3
P0002676,INV002678,2024-11-26,127.6,Wire,3
P0002677,INV002679,2024-12-13,121.13,ACH,2
P0002678,INV002680,2024-03-30,84.7,Wire,2
P0002679,INV002681,2024-04-10,84.7,Card,0
P0002680,INV002682,2024-06-04,84.7,ACH,2
P0002681,INV002683,2024-06-22,84.7,Card,3
P0002682,INV002684,2024-07-05,84.7,Wire,3
P0002683,INV002685,2024-08-25,78.44,ACH,1
P0002684,INV002686,2024-09-15,84.7,Card,2
P0002685,INV002687,2024-10-04,25.25,ACH,0
P0002686,INV002687,2024-10-02,7.69,ACH,2
P0002687,INV002688,2024-10-22,57.6,Card,3
P0002688,INV002689,2024-11-09,53.24,Wire,3
P0002689,INV002690,2024-12-08,61.6,ACH,1
P0002690,INV002691,2024-12-23,645.7,ACH,2
P0002691,INV002692,2024-12-31,210.94,Card,1
P0002692,INV002692,2024-12-06,59.58,Card,2
P0002693,INV002693,2023-04-08,77.0,ACH,0
P0002694,INV002694,2023-05-30,32.72,ACH,0
P0002695,INV002695,2023-06-09,77.0,ACH,3
P0002696,INV002696,2023-07-24,64.72,Wire,2
P0002697,INV002697,2023-08-19,59.39,Wire,2
P0002698,INV002698,2023-09-02,50.34,Wire,0
P0002699,INV002699,2023-10-19,26.6,ACH,1
P0002700,INV002699,2023-10-01,16.65,Card,0
P0002701,INV002700,2023-11-07,77.0,ACH,3
P0002702,INV002701,2023-12-10,15.94,Card,1
P0002703,INV002701,2023-12-05,5.89,ACH,2
P0002704,INV002702,2024-02-08,57.32,Wire,1
P0002705,INV002703,2024-03-10,71.31,ACH,3
P0002706,INV002705,2024-04-26,77.0,Card,3
P0002707,INV002706,2024-01-30,412.5,ACH,3
P0002708,INV002707,2024-02-28,216.18,ACH,2
P0002709,INV002709,2024-04-15,355.52,Wire,0
P0002710,INV002710,2024-05-08,140.75,Wire,3
P0002711,INV002710,2024-05-20,43.1,Card,1
P0002712,INV002711,2024-06-13,390.73,ACH,0
P0002713,INV002712,2024-07-23,412.5,Wire,2
P0002714,INV002713,2024-08-27,412.5,ACH,2
P0002715,INV002714,2024-10-01,412.5,Card,0
P0002716,INV002715,2024-10-16,387.6,Wire,3
P0002717,INV002716,2024-12-08,412.5,ACH,2
P0002718,INV002717,2025-01-02,322.58,Card,1
P0002719,INV002718,2024-11-06,333.3,Wire,0
P0002720,INV002719,2024-11-28,296.45,Card,2
P0002721,INV002720,2024-12-22,288.52,ACH,1
P0002722,INV002721,2024-06-05,419.1,ACH,2
P0002723,INV002722,2024-07-18,419.1,Wire,2
P0002724,INV002723,2024-09-08,334.53,ACH,0
P0002725,INV002724,2024-10-03,419.1,Card,1
P0002726,INV002725,2024-10-15,340.6,Wire,2
P0002727,INV002726,2024-11-18,361.86,Card,1
P0002728,INV002727,2024-12-30,419.1,ACH,1
P0002729,INV002728,2024-05-14,2105.4,Card,1
P0002730,INV002729,2024-07-07,1931.44,Wire,3
P0002731,INV002730,2024-08-07,2105.4,Wire,2
P0002732,INV002731,2024-08-14,2105.4,Card,3
P0002733,INV002732,2024-09-23,1673.62,Card,2
P0002734,INV002733,2024-11-07,1769.17,Wire,3
P0002735,INV002734,2024-12-10,2105.4,Wire,2
P0002736,INV002735,2024-12-04,1951.36,Card,0
P0002737,INV002736,2024-05-08,144.27,ACH,2
P0002738,INV002738,2024-08-09,158.4,ACH,0
P0002739,INV002740,2023-09-04,89.02,ACH,3
P0002740,INV002741,2023-11-07,118.88,ACH,2
P0002741,INV002743,2023-12-04,136.4,ACH,1
P0002742,INV002744,2024-01-08,136.4,Card,3
P0002743,INV002746,2024-03-28,136.4,Card,1
P0002744,INV002747,2024-05-09,136.4,ACH,1
P0002745,INV002748,2024-05-25,136.4,ACH,3
P0002746,INV002749,2024-06-17,136.4,ACH,1
P0002747,INV002750,2024-07-26,126.51,ACH,3
P0002748,INV002751,2024-08-07,136.4,Wire,0
P0002749,INV002752,2024-09-09,136.4,ACH,2
P0002750,INV002753,2024-10-01,444.29,Card,2
P0002751,INV002754,2024-10-18,553.3,Wire,0
P0002752,INV002755,2024-11-30,450.35,Card,1
P0002753,INV002756,2024-12-23,336.77,ACH,1
P0002754,INV002757,2023-08-29,258.08,Wire,3
P0002755,INV002758,2023-09-10,420.2,Card,1
P0002756,INV002759,2023-10-25,354.26,ACH,0
P0002757,INV002761,2023-12-27,420.2,Wire,0
P0002758,INV002762,2024-01-23,372.02,Card,0
P0002759,INV002763,2024-03-06,359.34,Wire,1
P0002760,INV002764,2024-03-16,420.2,Card,3
P0002761,INV002765,2024-04-22,420.2,Card,1
P0002762,INV002766,2024-05-02,420.2,Wire,0
P0002763,INV002767,2024-06-11,420.2,Card,2
P0002764,INV002768,2024-07-02,420.2,ACH,1
P0002765,INV002769,2024-08-08,420.2,ACH,2
P0002766,INV002770,2024-08-01,49.94,Card,1
P0002767,INV002771,2024-09-13,129.8,Wire,1
P0002768,INV002772,2024-10-01,121.2,Wire,1
P0002769,INV002773,2024-11-18,129.8,ACH,3
P0002770,INV002774,2024-12-31,100.64,Wire,2
P0002771,INV002775,2024-08-01,85.8,Wire,2
P0002772,INV002777,2024-11-02,77.37,ACH,1
P0002773,INV002778,2024-12-08,85.8,Wire,3
P0002774,INV002779,2025-01-08,73.14,ACH,0
P0002775,INV002780,2024-09-19,341.07,ACH,0
P0002776,INV002781,2024-10-06,97.03,Card,2
P0002777,INV002781,2024-11-09,88.62,Wire,2
P0002778,INV002782,2024-11-13,319.22,Card,0
P0002779,INV002783,2025-01-05,387.2,ACH,2
P0002780,INV002784,2024-11-08,640.77,Card,3
P0002781,INV002785,2024-11-13,824.41,ACH,3
P0002782,INV002786,2025-01-03,1338.37,Card,1
P0002783,INV002787,2024-01-27,337.97,Wire,2
P0002784,INV002789,2024-03-16,139.41,Wire,1
P0002785,INV002789,2024-03-16,93.33,Wire,1
P0002786,INV002790,2024-05-09,382.8,Wire,2
P0002787,INV002791,2024-05-24,382.8,Wire,0
P0002788,INV002793,2024-07-23,295.06,ACH,1
P0002789,INV002794,2024-09-03,305.03,Wire,3
P0002790,INV002795,2024-10-04,382.8,ACH,0
P0002791,INV002796,2024-10-13,382.8,ACH,2
P0002792,INV002797,2024-11-27,382.8,Card,0
P0002793,INV002798,2024-12-22,382.8,Card,3
P0002794,INV002799,2024-01-21,3018.4,Wire,0
P0002795,INV002800,2024-02-13,3018.4,ACH,1
P0002796,INV002801,2024-03-05,2485.25,Wire,0
P0002797,INV002802,2024-05-08,3018.4,Wire,1
P0002798,INV002803,2024-05-26,2069.59,Card,2
P0002799,INV002804,2024-07-07,2364.55,Card,2
P0002800,INV002805,2024-07-30,3018.4,Wire,1
P0002801,INV002806,2024-07-11,2629.0,ACH,1
P0002802,INV002807,2024-08-27,2629.0,ACH,1
P0002803,INV002808,2024-09-30,2629.0,Card,2
P0002804,INV002809,2024-10-30,2629.0,ACH,3
P0002805,INV002811,2024-12-03,2629.0,Wire,1
P0002806,INV002813,2024-09-28,99.0,ACH,3
P0002807,INV002814,2024-10-29,89.61,Wire,3
P0002808,INV002815,2024-11-27,99.0,Card,1
P0002809,INV002816,2025-01-07,99.0,Card,0
P0002810,INV002817,2024-04-25,591.8,ACH,2
P0002811,INV002818,2024-05-27,591.8,Card,0
P0002812,INV002819,2024-06-13,591.8,Card,0
P0002813,INV002820,2024-07-31,591.8,ACH,1
P0002814,INV002821,2024-08-09,591.8,ACH,1
P0002815,INV002822,2024-09-04,494.32,ACH,0
P0002816,INV002823,2024-10-15,591.8,Card,1
P0002817,INV002824,2024-11-07,591.8,Wire,2
P0002818,INV002825,2024-12-02,591.8,ACH,0
P0002819,INV002826,2024-06-01,78.1,ACH,0
P0002820,INV002827,2024-06-20,78.1,ACH,0
P0002821,INV002828,2024-07-23,78.1,Card,0
P0002822,INV002829,2024-08-20,78.1,ACH,2
P0002823,INV002830,2024-09-27,78.1,ACH,0
P0002824,INV002831,2024-10-26,78.1,Wire,1
P0002825,INV002832,2024-11-30,60.57,Card,0
P0002826,INV002833,2024-11-10,375.1,Card,1
P0002827,INV002834,2024-12-17,375.1,Wire,1
P0002828,INV002835,2024-08-21,266.2,ACH,3
P0002829,INV002836,2024-09-12,266.2,Wire,2
P0002830,INV002837,2024-10-26,252.32,Wire,2
P0002831,INV002838,2024-11-27,79.98,Card,0
P0002832,INV002838,2024-11-22,49.67,ACH,2
P0002833,INV002839,2024-12-29,183.69,Card,3
P0002834,INV002841,2024-11-19,977.9,Wire,0
P0002835,INV002842,2024-12-20,977.9,Wire,1
P0002836,INV002843,2023-09-29,507.14,Wire,1
P0002837,INV002844,2023-10-10,573.1,ACH,2
P0002838,INV002845,2023-12-07,316.93,ACH,3
P0002839,INV002846,2023-12-06,573.1,ACH,3
P0002840,INV002847,2024-01-13,363.85,Card,3
P0002841,INV002848,2024-02-10,120.87,ACH,0
P0002842,INV002848,2024-02-17,41.94,ACH,0
P0002843,INV002849,2024-03-01,573.1,Card,0
P0002844,INV002850,2024-04-26,266.44,Wire,0
P0002845,INV002851,2024-05-25,272.27,Wire,0
P0002846,INV002851,2024-05-13,124.04,Wire,2
P0002847,INV002852,2024-06-26,476.53,ACH,3
P0002848,INV002853,2024-08-08,170.53,ACH,1
P0002849,INV002854,2024-08-23,573.1,Wire,0
P0002850,INV002855,2024-09-06,501.86,Wire,0
P0002851,INV002856,2024-10-14,443.75,ACH,1
P0002852,INV002857,2024-11-25,573.1,ACH,1
P0002853,INV002858,2024-12-27,573.1,ACH,0
P0002854,INV002859,2023-10-05,547.8,Wire,3
P0002855,INV002860,2023-12-06,547.8,Wire,1
P0002856,INV002861,2023-12-02,547.8,Card,2
P0002857,INV002862,2024-01-20,547.8,Card,3
P0002858,INV002863,2023-03-08,131.79,Card,3
P0002859,INV002864,2023-04-25,146.3,Wire,2
P0002860,INV002865,2023-06-05,53.86,ACH,2
P0002861,INV002865,2023-05-09,29.69,Wire,3
P0002862,INV002866,2023-06-06,146.3,ACH,3
P0002863,INV002867,2023-08-07,146.3,Wire,3
P0002864,INV002868,2023-08-23,115.02,Wire,1
P0002865,INV002869,2023-10-08,146.3,ACH,3
P0002866,INV002870,2023-10-17,146.3,ACH,0
P0002867,INV002871,2023-11-22,146.3,Wire,2
P0002868,INV002872,2023-12-24,29.63,ACH,0
P0002869,INV002872,2023-12-31,10.88,ACH,2
P0002870,INV002873,2024-01-12,93.53,Card,0
P0002871,INV002874,2024-02-13,126.73,ACH,1
P0002872,INV002875,2024-03-22,146.3,Card,2
P0002873,INV002876,2024-03-26,1952.5,ACH,3
P0002874,INV002877,2024-05-02,1952.5,Wire,0
P0002875,INV002878,2024-05-05,1724.08,Wire,2
P0002876,INV002879,2024-07-08,1952.5,ACH,0
P0002877,INV002880,2024-07-29,1952.5,Card,0
P0002878,INV002881,2024-08-30,1952.5,ACH,3
P0002879,INV002882,2024-09-15,1952.5,ACH,3
P0002880,INV002883,2024-10-13,1952.5,Card,1
P0002881,INV002884,2024-11-08,1658.06,Card,1
P0002882,INV002886,2024-03-03,299.2,Card,2
P0002883,INV002887,2024-04-03,299.2,Card,2
P0002884,INV002888,2024-04-07,299.2,Wire,2
P0002885,INV002889,2024-06-01,299.2,Wire,1
P0002886,INV002890,2024-06-19,299.2,ACH,0
P0002887,INV002891,2024-08-03,299.2,ACH,1
P0002888,INV002892,2024-08-07,299.2,Wire,1
P0002889,INV002893,2024-09-15,262.99,Wire,0
P0002890,INV002894,2024-10-19,299.2,Card,1
P0002891,INV002895,2024-12-05,277.02,Card,0
P0002892,INV002896,2024-12-26,254.09,Card,0
P0002893,INV002897,2023-01-20,158.4,ACH,3
P0002894,INV002898,2023-03-03,147.52,Card,2
P0002895,INV002899,2023-03-17,128.43,ACH,2
P0002896,INV002900,2023-04-26,118.98,Card,1
P0002897,INV002901,2023-06-09,148.98,Wire,1
P0002898,INV002902,2023-06-08,158.4,ACH,0
P0002899,INV002903,2023-07-29,149.2,Card,3
P0002900,INV002904,2023-09-04,158.4,Wire,1
P0002901,INV002905,2023-09-02,128.71,Card,0
P0002902,INV002906,2023-10-15,158.4,Wire,3
P0002903,INV002907,2023-11-13,158.4,ACH,1
P0002904,INV002908,2023-12-28,124.25,Card,0
P0002905,INV002909,2024-01-14,158.4,Wire,2
P0002906,INV002910,2024-03-03,158.4,ACH,2
P0002907,INV002911,2024-04-01,147.35,Wire,3
P0002908,INV002912,2024-04-03,158.4,ACH,2
P0002909,INV002913,2024-05-24,141.26,Card,0
P0002910,INV002914,2024-06-14,138.5,Wire,3
P0002911,INV002915,2024-07-13,158.4,Wire,3
P0002912,INV002916,2024-08-18,158.4,Card,1
P0002913,INV002917,2024-10-03,158.4,Card,3
P0002914,INV002918,2024-10-10,158.4,Wire,1
P0002915,INV002919,2024-11-13,158.4,Wire,0
P0002916,INV002920,2024-12-25,158.4,ACH,2
P0002917,INV002921,2023-12-31,112.2,ACH,3
P0002918,INV002922,2024-01-01,112.2,Card,0
P0002919,INV002923,2024-02-29,95.7,Wire,1
P0002920,INV002924,2024-04-07,112.2,Card,0
P0002921,INV002926,2024-05-30,112.2,Wire,3
P0002922,INV002927,2024-07-04,112.2,Card,2
P0002923,INV002928,2024-07-07,112.2,Wire,0
P0002924,INV002929,2024-09-03,112.2,Card,2
P0002925,INV002930,2024-10-04,106.05,Wire,3
P0002926,INV002931,2024-10-12,112.2,Wire,0
P0002927,INV002932,2024-12-09,103.31,Wire,1
P0002928,INV002933,2024-12-31,112.2,ACH,1
P0002929,INV002935,2024-03-28,231.0,Wire,1
P0002930,INV002936,2024-04-11,231.0,Wire,0
P0002931,INV002937,2024-05-20,185.55,Card,3
P0002932,INV002938,2024-06-30,183.49,ACH,2
P0002933,INV002939,2024-07-28,231.0,ACH,0
P0002934,INV002940,2024-08-30,231.0,Wire,2
P0002935,INV002941,2024-09-02,231.0,ACH,1
P0002936,INV002942,2024-10-03,117.21,Wire,2
P0002937,INV002943,2024-11-30,213.84,Wire,2
P0002938,INV002944,2024-12-11,231.0,Wire,0
P0002939,INV002945,2023-08-09,108.9,ACH,2
P0002940,INV002946,2023-08-22,108.9,ACH,2
P0002941,INV002947,2023-09-26,108.9,Card,2
P0002942,INV002948,2023-10-27,108.9,Card,1
P0002943,INV002949,2023-11-05,135.62,ACH,1
P0002944,INV002950,2023-12-01,121.25,Wire,0
P0002945,INV002951,2023-12-20,47.26,Card,1
P0002946,INV002952,2024-01-14,114.86,Wire,1
P0002947,INV002953,2024-02-01,93.01,ACH,0
P0002948,INV002954,2024-03-16,146.3,Wire,3
P0002949,INV002955,2024-04-08,118.17,ACH,0
P0002950,INV002956,2024-05-20,146.3,ACH,0
P0002951,INV002957,2024-07-07,146.3,Wire,2
P0002952,INV002958,2024-08-03,146.3,Wire,1
P0002953,INV002959,2024-09-02,146.3,ACH,3
P0002954,INV002960,2024-09-13,134.69,ACH,1
P0002955,INV002961,2024-10-05,146.3,Wire,2
P0002956,INV002962,2024-11-28,146.3,Wire,2
P0002957,INV002963,2024-12-09,44.51,ACH,1
P0002958,INV002964,2024-03-30,3193.3,Card,2
P0002959,INV002965,2024-04-08,2701.55,Card,3
P0002960,INV002966,2024-05-31,2489.92,Card,3
P0002961,INV002967,2024-06-28,3193.3,Card,0
P0002962,INV002968,2023-02-06,157.3,Wire,2
P0002963,INV002969,2023-02-17,157.3,Wire,2
P0002964,INV002970,2023-04-09,149.36,Wire,1
P0002965,INV002971,2023-04-04,157.3,Card,3
P0002966,INV002972,2023-02-02,68.2,Card,1
P0002967,INV002973,2023-03-02,68.2,Card,0
P0002968,INV002974,2023-03-20,68.2,ACH,2
P0002969,INV002976,2024-08-30,144.1,Wire,3
P0002970,INV002977,2024-10-06,144.1,ACH,3
P0002971,INV002978,2024-11-03,144.1,Wire,2
P0002972,INV002979,2024-12-07,144.1,Wire,1
P0002973,INV002980,2024-12-20,132.42,Wire,1
P0002974,INV002981,2023-10-07,515.17,Card,1
P0002975,INV002982,2023-10-07,551.1,Wire,3
P0002976,INV002983,2023-11-02,473.58,ACH,0
P0002977,INV002984,2023-12-20,448.42,ACH,0
P0002978,INV002985,2024-01-31,460.57,Wire,0
P0002979,INV002987,2024-03-21,350.49,Wire,0
P0002980,INV002988,2024-04-17,551.1,Wire,0
P0002981,INV002989,2024-05-02,551.1,ACH,3
P0002982,INV002990,2024-06-23,477.13,Card,3
P0002983,INV002991,2024-07-25,551.1,Wire,3
P0002984,INV002992,2024-08-01,73.33,ACH,2
P0002985,INV002992,2024-08-08,45.42,Card,0
P0002986,INV002993,2024-10-04,192.23,ACH,2
P0002987,INV002994,2024-11-07,424.04,Card,1
P0002988,INV002995,2024-11-11,551.1,Card,0
P0002989,INV002996,2024-12-07,359.13,Wire,0
P0002990,INV002997,2023-04-09,14.97,ACH,2
P0002991,INV002997,2023-04-17,12.25,Wire,1
P0002992,INV002998,2023-05-26,80.3,Wire,2
P0002993,INV002999,2023-06-10,80.3,ACH,1
P0002994,INV003000,2023-07-27,80.3,ACH,0
P0002995,INV003001,2023-09-07,73.89,Wire,2
P0002996,INV003002,2023-09-06,80.3,Card,1
P0002997,INV003003,2023-11-04,51.22,Wire,1
P0002998,INV003004,2023-11-10,80.3,Wire,2
P0002999,INV003005,2023-12-27,80.3,Wire,0
P0003000,INV003006,2024-02-03,80.3,Card,0
P0003001,INV003007,2024-02-15,73.98,Card,2
P0003002,INV003008,2024-03-31,76.64,ACH,1
P0003003,INV003009,2024-04-22,80.3,ACH,0
P0003004,INV003010,2024-05-29,80.3,Wire,2
P0003005,INV003011,2024-06-11,24.03,Card,2
P0003006,INV003011,2024-06-13,15.98,Card,2
P0003007,INV003012,2024-07-10,80.3,ACH,0
P0003008,INV003013,2024-08-14,27.21,ACH,1
P0003009,INV003013,2024-08-21,18.74,ACH,0
P0003010,INV003014,2024-09-26,80.3,Wire,1
P0003011,INV003015,2024-10-24,80.3,Card,1
P0003012,INV003016,2024-11-23,80.3,Wire,0
P0003013,INV003018,2024-02-06,140.2,Card,2
P0003014,INV003019,2024-02-13,20.13,Wire,1
P0003015,INV003019,2024-02-04,13.3,ACH,3
P0003016,INV003020,2024-03-25,158.4,ACH,3
P0003017,INV003021,2024-04-24,104.54,ACH,1
P0003018,INV003022,2024-05-12,158.4,Card,2
P0003019,INV003023,2024-06-03,158.4,Wire,0
P0003020,INV003024,2024-08-04,135.26,Wire,2
P0003021,INV003025,2024-07-09,421.3,ACH,0
P0003022,INV003026,2024-08-14,390.98,ACH,1
P0003023,INV003027,2024-09-02,421.3,Card,1
P0003024,INV003028,2024-10-10,421.3,Wire,1
P0003025,INV003029,2024-11-19,421.3,Card,3
P0003026,INV003030,2024-12-22,358.92,Wire,1
P0003027,INV003031,2024-07-30,115.7,Card,1
P0003028,INV003032,2024-08-10,44.59,Card,1
P0003029,INV003032,2024-08-10,15.76,Card,0
P0003030,INV003033,2024-09-15,68.64,ACH,0
P0003031,INV003034,2024-10-30,137.5,Card,3
P0003032,INV003035,2024-11-23,110.17,Card,1
P0003033,INV003036,2024-12-25,137.5,ACH,2
P0003034,INV003037,2023-06-12,81.41,Card,0
P0003035,INV003038,2023-08-05,80.85,Card,0
P0003036,INV003039,2023-09-04,96.8,Wire,0
P0003037,INV003040,2023-09-18,96.8,Wire,3
P0003038,INV003041,2023-10-24,96.8,Card,0
P0003039,INV003042,2023-11-22,31.55,ACH,1
P0003040,INV003043,2023-12-25,20.99,Wire,3
P0003041,INV003043,2023-12-30,8.0,ACH,0
P0003042,INV003044,2024-03-13,2095.5,Wire,3
P0003043,INV003045,2024-04-03,2095.5,Card,1
P0003044,INV003046,2024-05-26,1645.05,Card,2
P0003045,INV003047,2024-07-08,1879.17,Wire,1
P0003046,INV003048,2024-07-22,950.7,Card,3
P0003047,INV003049,2024-09-01,2095.5,Wire,2
P0003048,INV003050,2024-10-02,2095.5,Card,1
P0003049,INV003051,2023-03-24,145.2,Card,1
P0003050,INV003052,2023-04-19,145.2,Wire,1
P0003051,INV003053,2023-06-01,115.78,ACH,1
P0003052,INV003054,2023-06-21,145.2,ACH,3
P0003053,INV003055,2023-08-08,145.2,Wire,2
P0003054,INV003056,2023-09-08,120.1,Wire,1
P0003055,INV003057,2023-09-11,125.02,Card,1
P0003056,INV003058,2023-11-08,145.2,Wire,1
P0003057,INV003059,2023-11-06,145.2,Card,2
P0003058,INV003060,2024-01-02,112.5,Wire,1
P0003059,INV003061,2024-01-17,45.14,ACH,0
P0003060,INV003062,2024-02-16,145.2,Card,0
P0003061,INV003063,2024-03-23,145.2,Card,0
P0003062,INV003064,2023-02-20,1530.1,Wire,0
